DateId,Year,Quarter,Month,MonthName,Day,DayOfWeek,DayName
2015-03-23,2015,1,3,March,23,1,Monday
2015-03-24,2015,1,3,March,24,2,Tuesday
2015-03-25,2015,1,3,March,25,3,Wednesday
2015-03-26,2015,1,3,March,26,4,Thursday
2015-03-27,2015,1,3,March,27,5,Friday
2015-03-28,2015,1,3,March,28,6,Saturday
2015-03-29,2015,1,3,March,29,7,Sunday
2015-03-30,2015,1,3,March,30,1,Monday
2015-03-31,2015,1,3,March,31,2,Tuesday
2015-04-01,2015,2,4,April,1,3,Wednesday
2015-04-02,2015,2,4,April,2,4,Thursday
2015-04-03,2015,2,4,April,3,5,Friday
2015-04-04,2015,2,4,April,4,6,Saturday
2015-04-05,2015,2,4,April,5,7,Sunday
2015-04-06,2015,2,4,April,6,1,Monday
2015-04-07,2015,2,4,April,7,2,Tuesday
2015-04-08,2015,2,4,April,8,3,Wednesday
2015-04-09,2015,2,4,April,9,4,Thursday
2015-04-10,2015,2,4,April,10,5,Friday
2015-04-11,2015,2,4,April,11,6,Saturday
2015-04-12,2015,2,4,April,12,7,Sunday
2015-04-13,2015,2,4,April,13,1,Monday
2015-04-14,2015,2,4,April,14,2,Tuesday
2015-04-15,2015,2,4,April,15,3,Wednesday
2015-04-16,2015,2,4,April,16,4,Thursday
2015-04-17,2015,2,4,April,17,5,Friday
2015-04-18,2015,2,4,April,18,6,Saturday
2015-04-19,2015,2,4,April,19,7,Sunday
2015-04-20,2015,2,4,April,20,1,Monday
2015-04-21,2015,2,4,April,21,2,Tuesday
2015-04-22,2015,2,4,April,22,3,Wednesday
2015-04-23,2015,2,4,April,23,4,Thursday
2015-04-24,2015,2,4,April,24,5,Friday
2015-04-25,2015,2,4,April,25,6,Saturday
2015-04-26,2015,2,4,April,26,7,Sunday
2015-04-27,2015,2,4,April,27,1,Monday
2015-04-28,2015,2,4,April,28,2,Tuesday
2015-04-29,2015,2,4,April,29,3,Wednesday
2015-04-30,2015,2,4,April,30,4,Thursday
2015-05-01,2015,2,5,May,1,5,Friday
2015-05-02,2015,2,5,May,2,6,Saturday
2015-05-03,2015,2,5,May,3,7,Sunday
2015-05-04,2015,2,5,May,4,1,Monday
2015-05-05,2015,2,5,May,5,2,Tuesday
2015-05-06,2015,2,5,May,6,3,Wednesday
2015-05-07,2015,2,5,May,7,4,Thursday
2015-05-08,2015,2,5,May,8,5,Friday
2015-05-09,2015,2,5,May,9,6,Saturday
2015-05-10,2015,2,5,May,10,7,Sunday
2015-05-11,2015,2,5,May,11,1,Monday
2015-05-12,2015,2,5,May,12,2,Tuesday
2015-05-13,2015,2,5,May,13,3,Wednesday
2015-05-14,2015,2,5,May,14,4,Thursday
2015-05-15,2015,2,5,May,15,5,Friday
2015-05-16,2015,2,5,May,16,6,Saturday
2015-05-17,2015,2,5,May,17,7,Sunday
2015-05-18,2015,2,5,May,18,1,Monday
2015-05-19,2015,2,5,May,19,2,Tuesday
2015-05-20,2015,2,5,May,20,3,Wednesday
2015-05-21,2015,2,5,May,21,4,Thursday
2015-05-22,2015,2,5,May,22,5,Friday
2015-05-23,2015,2,5,May,23,6,Saturday
2015-05-24,2015,2,5,May,24,7,Sunday
2015-05-25,2015,2,5,May,25,1,Monday
2015-05-26,2015,2,5,May,26,2,Tuesday
2015-05-27,2015,2,5,May,27,3,Wednesday
2015-05-28,2015,2,5,May,28,4,Thursday
2015-05-29,2015,2,5,May,29,5,Friday
2015-05-30,2015,2,5,May,30,6,Saturday
2015-05-31,2015,2,5,May,31,7,Sunday
2015-06-01,2015,2,6,June,1,1,Monday
2015-06-02,2015,2,6,June,2,2,Tuesday
2015-06-03,2015,2,6,June,3,3,Wednesday
2015-06-04,2015,2,6,June,4,4,Thursday
2015-06-05,2015,2,6,June,5,5,Friday
2015-06-06,2015,2,6,June,6,6,Saturday
2015-06-07,2015,2,6,June,7,7,Sunday
2015-06-08,2015,2,6,June,8,1,Monday
2015-06-09,2015,2,6,June,9,2,Tuesday
2015-06-10,2015,2,6,June,10,3,Wednesday
2015-06-11,2015,2,6,June,11,4,Thursday
2015-06-12,2015,2,6,June,12,5,Friday
2015-06-13,2015,2,6,June,13,6,Saturday
2015-06-14,2015,2,6,June,14,7,Sunday
2015-06-15,2015,2,6,June,15,1,Monday
2015-06-16,2015,2,6,June,16,2,Tuesday
2015-06-17,2015,2,6,June,17,3,Wednesday
2015-06-18,2015,2,6,June,18,4,Thursday
2015-06-19,2015,2,6,June,19,5,Friday
2015-06-20,2015,2,6,June,20,6,Saturday
2015-06-21,2015,2,6,June,21,7,Sunday
2015-06-22,2015,2,6,June,22,1,Monday
2015-06-23,2015,2,6,June,23,2,Tuesday
2015-06-24,2015,2,6,June,24,3,Wednesday
2015-06-25,2015,2,6,June,25,4,Thursday
2015-06-26,2015,2,6,June,26,5,Friday
2015-06-27,2015,2,6,June,27,6,Saturday
2015-06-28,2015,2,6,June,28,7,Sunday
2015-06-29,2015,2,6,June,29,1,Monday
2015-06-30,2015,2,6,June,30,2,Tuesday
2015-07-01,2015,3,7,July,1,3,Wednesday
2015-07-02,2015,3,7,July,2,4,Thursday
2015-07-03,2015,3,7,July,3,5,Friday
2015-07-04,2015,3,7,July,4,6,Saturday
2015-07-05,2015,3,7,July,5,7,Sunday
2015-07-06,2015,3,7,July,6,1,Monday
2015-07-07,2015,3,7,July,7,2,Tuesday
2015-07-08,2015,3,7,July,8,3,Wednesday
2015-07-09,2015,3,7,July,9,4,Thursday
2015-07-10,2015,3,7,July,10,5,Friday
2015-07-11,2015,3,7,July,11,6,Saturday
2015-07-12,2015,3,7,July,12,7,Sunday
2015-07-13,2015,3,7,July,13,1,Monday
2015-07-14,2015,3,7,July,14,2,Tuesday
2015-07-15,2015,3,7,July,15,3,Wednesday
2015-07-16,2015,3,7,July,16,4,Thursday
2015-07-17,2015,3,7,July,17,5,Friday
2015-07-18,2015,3,7,July,18,6,Saturday
2015-07-19,2015,3,7,July,19,7,Sunday
2015-07-20,2015,3,7,July,20,1,Monday
2015-07-21,2015,3,7,July,21,2,Tuesday
2015-07-22,2015,3,7,July,22,3,Wednesday
2015-07-23,2015,3,7,July,23,4,Thursday
2015-07-24,2015,3,7,July,24,5,Friday
2015-07-25,2015,3,7,July,25,6,Saturday
2015-07-26,2015,3,7,July,26,7,Sunday
2015-07-27,2015,3,7,July,27,1,Monday
2015-07-28,2015,3,7,July,28,2,Tuesday
2015-07-29,2015,3,7,July,29,3,Wednesday
2015-07-30,2015,3,7,July,30,4,Thursday
2015-07-31,2015,3,7,July,31,5,Friday
2015-08-01,2015,3,8,August,1,6,Saturday
2015-08-02,2015,3,8,August,2,7,Sunday
2015-08-03,2015,3,8,August,3,1,Monday
2015-08-04,2015,3,8,August,4,2,Tuesday
2015-08-05,2015,3,8,August,5,3,Wednesday
2015-08-06,2015,3,8,August,6,4,Thursday
2015-08-07,2015,3,8,August,7,5,Friday
2015-08-08,2015,3,8,August,8,6,Saturday
2015-08-09,2015,3,8,August,9,7,Sunday
2015-08-10,2015,3,8,August,10,1,Monday
2015-08-11,2015,3,8,August,11,2,Tuesday
2015-08-12,2015,3,8,August,12,3,Wednesday
2015-08-13,2015,3,8,August,13,4,Thursday
2015-08-14,2015,3,8,August,14,5,Friday
2015-08-15,2015,3,8,August,15,6,Saturday
2015-08-16,2015,3,8,August,16,7,Sunday
2015-08-17,2015,3,8,August,17,1,Monday
2015-08-18,2015,3,8,August,18,2,Tuesday
2015-08-19,2015,3,8,August,19,3,Wednesday
2015-08-20,2015,3,8,August,20,4,Thursday
2015-08-21,2015,3,8,August,21,5,Friday
2015-08-22,2015,3,8,August,22,6,Saturday
2015-08-23,2015,3,8,August,23,7,Sunday
2015-08-24,2015,3,8,August,24,1,Monday
2015-08-25,2015,3,8,August,25,2,Tuesday
2015-08-26,2015,3,8,August,26,3,Wednesday
2015-08-27,2015,3,8,August,27,4,Thursday
2015-08-28,2015,3,8,August,28,5,Friday
2015-08-29,2015,3,8,August,29,6,Saturday
2015-08-30,2015,3,8,August,30,7,Sunday
2015-08-31,2015,3,8,August,31,1,Monday
2015-09-01,2015,3,9,September,1,2,Tuesday
2015-09-02,2015,3,9,September,2,3,Wednesday
2015-09-03,2015,3,9,September,3,4,Thursday
2015-09-04,2015,3,9,September,4,5,Friday
2015-09-05,2015,3,9,September,5,6,Saturday
2015-09-06,2015,3,9,September,6,7,Sunday
2015-09-07,2015,3,9,September,7,1,Monday
2015-09-08,2015,3,9,September,8,2,Tuesday
2015-09-09,2015,3,9,September,9,3,Wednesday
2015-09-10,2015,3,9,September,10,4,Thursday
2015-09-11,2015,3,9,September,11,5,Friday
2015-09-12,2015,3,9,September,12,6,Saturday
2015-09-13,2015,3,9,September,13,7,Sunday
2015-09-14,2015,3,9,September,14,1,Monday
2015-09-15,2015,3,9,September,15,2,Tuesday
2015-09-16,2015,3,9,September,16,3,Wednesday
2015-09-17,2015,3,9,September,17,4,Thursday
2015-09-18,2015,3,9,September,18,5,Friday
2015-09-19,2015,3,9,September,19,6,Saturday
2015-09-20,2015,3,9,September,20,7,Sunday
2015-09-21,2015,3,9,September,21,1,Monday
2015-09-22,2015,3,9,September,22,2,Tuesday
2015-09-23,2015,3,9,September,23,3,Wednesday
2015-09-24,2015,3,9,September,24,4,Thursday
2015-09-25,2015,3,9,September,25,5,Friday
2015-09-26,2015,3,9,September,26,6,Saturday
2015-09-27,2015,3,9,September,27,7,Sunday
2015-09-28,2015,3,9,September,28,1,Monday
2015-09-29,2015,3,9,September,29,2,Tuesday
2015-09-30,2015,3,9,September,30,3,Wednesday
2015-10-01,2015,4,10,October,1,4,Thursday
2015-10-02,2015,4,10,October,2,5,Friday
2015-10-03,2015,4,10,October,3,6,Saturday
2015-10-04,2015,4,10,October,4,7,Sunday
2015-10-05,2015,4,10,October,5,1,Monday
2015-10-06,2015,4,10,October,6,2,Tuesday
2015-10-07,2015,4,10,October,7,3,Wednesday
2015-10-08,2015,4,10,October,8,4,Thursday
2015-10-09,2015,4,10,October,9,5,Friday
2015-10-10,2015,4,10,October,10,6,Saturday
2015-10-11,2015,4,10,October,11,7,Sunday
2015-10-12,2015,4,10,October,12,1,Monday
2015-10-13,2015,4,10,October,13,2,Tuesday
2015-10-14,2015,4,10,October,14,3,Wednesday
2015-10-15,2015,4,10,October,15,4,Thursday
2015-10-16,2015,4,10,October,16,5,Friday
2015-10-17,2015,4,10,October,17,6,Saturday
2015-10-18,2015,4,10,October,18,7,Sunday
2015-10-19,2015,4,10,October,19,1,Monday
2015-10-20,2015,4,10,October,20,2,Tuesday
2015-10-21,2015,4,10,October,21,3,Wednesday
2015-10-22,2015,4,10,October,22,4,Thursday
2015-10-23,2015,4,10,October,23,5,Friday
2015-10-24,2015,4,10,October,24,6,Saturday
2015-10-25,2015,4,10,October,25,7,Sunday
2015-10-26,2015,4,10,October,26,1,Monday
2015-10-27,2015,4,10,October,27,2,Tuesday
2015-10-28,2015,4,10,October,28,3,Wednesday
2015-10-29,2015,4,10,October,29,4,Thursday
2015-10-30,2015,4,10,October,30,5,Friday
2015-10-31,2015,4,10,October,31,6,Saturday
2015-11-01,2015,4,11,November,1,7,Sunday
2015-11-02,2015,4,11,November,2,1,Monday
2015-11-03,2015,4,11,November,3,2,Tuesday
2015-11-04,2015,4,11,November,4,3,Wednesday
2015-11-05,2015,4,11,November,5,4,Thursday
2015-11-06,2015,4,11,November,6,5,Friday
2015-11-07,2015,4,11,November,7,6,Saturday
2015-11-08,2015,4,11,November,8,7,Sunday
2015-11-09,2015,4,11,November,9,1,Monday
2015-11-10,2015,4,11,November,10,2,Tuesday
2015-11-11,2015,4,11,November,11,3,Wednesday
2015-11-12,2015,4,11,November,12,4,Thursday
2015-11-13,2015,4,11,November,13,5,Friday
2015-11-14,2015,4,11,November,14,6,Saturday
2015-11-15,2015,4,11,November,15,7,Sunday
2015-11-16,2015,4,11,November,16,1,Monday
2015-11-17,2015,4,11,November,17,2,Tuesday
2015-11-18,2015,4,11,November,18,3,Wednesday
2015-11-19,2015,4,11,November,19,4,Thursday
2015-11-20,2015,4,11,November,20,5,Friday
2015-11-21,2015,4,11,November,21,6,Saturday
2015-11-22,2015,4,11,November,22,7,Sunday
2015-11-23,2015,4,11,November,23,1,Monday
2015-11-24,2015,4,11,November,24,2,Tuesday
2015-11-25,2015,4,11,November,25,3,Wednesday
2015-11-26,2015,4,11,November,26,4,Thursday
2015-11-27,2015,4,11,November,27,5,Friday
2015-11-28,2015,4,11,November,28,6,Saturday
2015-11-29,2015,4,11,November,29,7,Sunday
2015-11-30,2015,4,11,November,30,1,Monday
2015-12-01,2015,4,12,December,1,2,Tuesday
2015-12-02,2015,4,12,December,2,3,Wednesday
2015-12-03,2015,4,12,December,3,4,Thursday
2015-12-04,2015,4,12,December,4,5,Friday
2015-12-05,2015,4,12,December,5,6,Saturday
2015-12-06,2015,4,12,December,6,7,Sunday
2015-12-07,2015,4,12,December,7,1,Monday
2015-12-08,2015,4,12,December,8,2,Tuesday
2015-12-09,2015,4,12,December,9,3,Wednesday
2015-12-10,2015,4,12,December,10,4,Thursday
2015-12-11,2015,4,12,December,11,5,Friday
2015-12-12,2015,4,12,December,12,6,Saturday
2015-12-13,2015,4,12,December,13,7,Sunday
2015-12-14,2015,4,12,December,14,1,Monday
2015-12-15,2015,4,12,December,15,2,Tuesday
2015-12-16,2015,4,12,December,16,3,Wednesday
2015-12-17,2015,4,12,December,17,4,Thursday
2015-12-18,2015,4,12,December,18,5,Friday
2015-12-19,2015,4,12,December,19,6,Saturday
2015-12-20,2015,4,12,December,20,7,Sunday
2015-12-21,2015,4,12,December,21,1,Monday
2015-12-22,2015,4,12,December,22,2,Tuesday
2015-12-23,2015,4,12,December,23,3,Wednesday
2015-12-24,2015,4,12,December,24,4,Thursday
2015-12-25,2015,4,12,December,25,5,Friday
2015-12-26,2015,4,12,December,26,6,Saturday
2015-12-27,2015,4,12,December,27,7,Sunday
2015-12-28,2015,4,12,December,28,1,Monday
2015-12-29,2015,4,12,December,29,2,Tuesday
2015-12-30,2015,4,12,December,30,3,Wednesday
2015-12-31,2015,4,12,December,31,4,Thursday
2016-01-01,2016,1,1,January,1,5,Friday
2016-01-02,2016,1,1,January,2,6,Saturday
2016-01-03,2016,1,1,January,3,7,Sunday
2016-01-04,2016,1,1,January,4,1,Monday
2016-01-05,2016,1,1,January,5,2,Tuesday
2016-01-06,2016,1,1,January,6,3,Wednesday
2016-01-07,2016,1,1,January,7,4,Thursday
2016-01-08,2016,1,1,January,8,5,Friday
2016-01-09,2016,1,1,January,9,6,Saturday
2016-01-10,2016,1,1,January,10,7,Sunday
2016-01-11,2016,1,1,January,11,1,Monday
2016-01-12,2016,1,1,January,12,2,Tuesday
2016-01-13,2016,1,1,January,13,3,Wednesday
2016-01-14,2016,1,1,January,14,4,Thursday
2016-01-15,2016,1,1,January,15,5,Friday
2016-01-16,2016,1,1,January,16,6,Saturday
2016-01-17,2016,1,1,January,17,7,Sunday
2016-01-18,2016,1,1,January,18,1,Monday
2016-01-19,2016,1,1,January,19,2,Tuesday
2016-01-20,2016,1,1,January,20,3,Wednesday
2016-01-21,2016,1,1,January,21,4,Thursday
2016-01-22,2016,1,1,January,22,5,Friday
2016-01-23,2016,1,1,January,23,6,Saturday
2016-01-24,2016,1,1,January,24,7,Sunday
2016-01-25,2016,1,1,January,25,1,Monday
2016-01-26,2016,1,1,January,26,2,Tuesday
2016-01-27,2016,1,1,January,27,3,Wednesday
2016-01-28,2016,1,1,January,28,4,Thursday
2016-01-29,2016,1,1,January,29,5,Friday
2016-01-30,2016,1,1,January,30,6,Saturday
2016-01-31,2016,1,1,January,31,7,Sunday
2016-02-01,2016,1,2,February,1,1,Monday
2016-02-02,2016,1,2,February,2,2,Tuesday
2016-02-03,2016,1,2,February,3,3,Wednesday
2016-02-04,2016,1,2,February,4,4,Thursday
2016-02-05,2016,1,2,February,5,5,Friday
2016-02-06,2016,1,2,February,6,6,Saturday
2016-02-07,2016,1,2,February,7,7,Sunday
2016-02-08,2016,1,2,February,8,1,Monday
2016-02-09,2016,1,2,February,9,2,Tuesday
2016-02-10,2016,1,2,February,10,3,Wednesday
2016-02-11,2016,1,2,February,11,4,Thursday
2016-02-12,2016,1,2,February,12,5,Friday
2016-02-13,2016,1,2,February,13,6,Saturday
2016-02-14,2016,1,2,February,14,7,Sunday
2016-02-15,2016,1,2,February,15,1,Monday
2016-02-16,2016,1,2,February,16,2,Tuesday
2016-02-17,2016,1,2,February,17,3,Wednesday
2016-02-18,2016,1,2,February,18,4,Thursday
2016-02-19,2016,1,2,February,19,5,Friday
2016-02-20,2016,1,2,February,20,6,Saturday
2016-02-21,2016,1,2,February,21,7,Sunday
2016-02-22,2016,1,2,February,22,1,Monday
2016-02-23,2016,1,2,February,23,2,Tuesday
2016-02-24,2016,1,2,February,24,3,Wednesday
2016-02-25,2016,1,2,February,25,4,Thursday
2016-02-26,2016,1,2,February,26,5,Friday
2016-02-27,2016,1,2,February,27,6,Saturday
2016-02-28,2016,1,2,February,28,7,Sunday
2016-02-29,2016,1,2,February,29,1,Monday
2016-03-01,2016,1,3,March,1,2,Tuesday
2016-03-02,2016,1,3,March,2,3,Wednesday
2016-03-03,2016,1,3,March,3,4,Thursday
2016-03-04,2016,1,3,March,4,5,Friday
2016-03-05,2016,1,3,March,5,6,Saturday
2016-03-06,2016,1,3,March,6,7,Sunday
2016-03-07,2016,1,3,March,7,1,Monday
2016-03-08,2016,1,3,March,8,2,Tuesday
2016-03-09,2016,1,3,March,9,3,Wednesday
2016-03-10,2016,1,3,March,10,4,Thursday
2016-03-11,2016,1,3,March,11,5,Friday
2016-03-12,2016,1,3,March,12,6,Saturday
2016-03-13,2016,1,3,March,13,7,Sunday
2016-03-14,2016,1,3,March,14,1,Monday
2016-03-15,2016,1,3,March,15,2,Tuesday
2016-03-16,2016,1,3,March,16,3,Wednesday
2016-03-17,2016,1,3,March,17,4,Thursday
2016-03-18,2016,1,3,March,18,5,Friday
2016-03-19,2016,1,3,March,19,6,Saturday
2016-03-20,2016,1,3,March,20,7,Sunday
2016-03-21,2016,1,3,March,21,1,Monday
2016-03-22,2016,1,3,March,22,2,Tuesday
2016-03-23,2016,1,3,March,23,3,Wednesday
2016-03-24,2016,1,3,March,24,4,Thursday
2016-03-25,2016,1,3,March,25,5,Friday
2016-03-26,2016,1,3,March,26,6,Saturday
2016-03-27,2016,1,3,March,27,7,Sunday
2016-03-28,2016,1,3,March,28,1,Monday
2016-03-29,2016,1,3,March,29,2,Tuesday
2016-03-30,2016,1,3,March,30,3,Wednesday
2016-03-31,2016,1,3,March,31,4,Thursday
2016-04-01,2016,2,4,April,1,5,Friday
2016-04-02,2016,2,4,April,2,6,Saturday
2016-04-03,2016,2,4,April,3,7,Sunday
2016-04-04,2016,2,4,April,4,1,Monday
2016-04-05,2016,2,4,April,5,2,Tuesday
2016-04-06,2016,2,4,April,6,3,Wednesday
2016-04-07,2016,2,4,April,7,4,Thursday
2016-04-08,2016,2,4,April,8,5,Friday
2016-04-09,2016,2,4,April,9,6,Saturday
2016-04-10,2016,2,4,April,10,7,Sunday
2016-04-11,2016,2,4,April,11,1,Monday
2016-04-12,2016,2,4,April,12,2,Tuesday
2016-04-13,2016,2,4,April,13,3,Wednesday
2016-04-14,2016,2,4,April,14,4,Thursday
2016-04-15,2016,2,4,April,15,5,Friday
2016-04-16,2016,2,4,April,16,6,Saturday
2016-04-17,2016,2,4,April,17,7,Sunday
2016-04-18,2016,2,4,April,18,1,Monday
2016-04-19,2016,2,4,April,19,2,Tuesday
2016-04-20,2016,2,4,April,20,3,Wednesday
2016-04-21,2016,2,4,April,21,4,Thursday
2016-04-22,2016,2,4,April,22,5,Friday
2016-04-23,2016,2,4,April,23,6,Saturday
2016-04-24,2016,2,4,April,24,7,Sunday
2016-04-25,2016,2,4,April,25,1,Monday
2016-04-26,2016,2,4,April,26,2,Tuesday
2016-04-27,2016,2,4,April,27,3,Wednesday
2016-04-28,2016,2,4,April,28,4,Thursday
2016-04-29,2016,2,4,April,29,5,Friday
2016-04-30,2016,2,4,April,30,6,Saturday
2016-05-01,2016,2,5,May,1,7,Sunday
2016-05-02,2016,2,5,May,2,1,Monday
2016-05-03,2016,2,5,May,3,2,Tuesday
2016-05-04,2016,2,5,May,4,3,Wednesday
2016-05-05,2016,2,5,May,5,4,Thursday
2016-05-06,2016,2,5,May,6,5,Friday
2016-05-07,2016,2,5,May,7,6,Saturday
2016-05-08,2016,2,5,May,8,7,Sunday
2016-05-09,2016,2,5,May,9,1,Monday
2016-05-10,2016,2,5,May,10,2,Tuesday
2016-05-11,2016,2,5,May,11,3,Wednesday
2016-05-12,2016,2,5,May,12,4,Thursday
2016-05-13,2016,2,5,May,13,5,Friday
2016-05-14,2016,2,5,May,14,6,Saturday
2016-05-15,2016,2,5,May,15,7,Sunday
2016-05-16,2016,2,5,May,16,1,Monday
2016-05-17,2016,2,5,May,17,2,Tuesday
2016-05-18,2016,2,5,May,18,3,Wednesday
2016-05-19,2016,2,5,May,19,4,Thursday
2016-05-20,2016,2,5,May,20,5,Friday
2016-05-21,2016,2,5,May,21,6,Saturday
2016-05-22,2016,2,5,May,22,7,Sunday
2016-05-23,2016,2,5,May,23,1,Monday
2016-05-24,2016,2,5,May,24,2,Tuesday
2016-05-25,2016,2,5,May,25,3,Wednesday
2016-05-26,2016,2,5,May,26,4,Thursday
2016-05-27,2016,2,5,May,27,5,Friday
2016-05-28,2016,2,5,May,28,6,Saturday
2016-05-29,2016,2,5,May,29,7,Sunday
2016-05-30,2016,2,5,May,30,1,Monday
2016-05-31,2016,2,5,May,31,2,Tuesday
2016-06-01,2016,2,6,June,1,3,Wednesday
2016-06-02,2016,2,6,June,2,4,Thursday
2016-06-03,2016,2,6,June,3,5,Friday
2016-06-04,2016,2,6,June,4,6,Saturday
2016-06-05,2016,2,6,June,5,7,Sunday
2016-06-06,2016,2,6,June,6,1,Monday
2016-06-07,2016,2,6,June,7,2,Tuesday
2016-06-08,2016,2,6,June,8,3,Wednesday
2016-06-09,2016,2,6,June,9,4,Thursday
2016-06-10,2016,2,6,June,10,5,Friday
2016-06-11,2016,2,6,June,11,6,Saturday
2016-06-12,2016,2,6,June,12,7,Sunday
2016-06-13,2016,2,6,June,13,1,Monday
2016-06-14,2016,2,6,June,14,2,Tuesday
2016-06-15,2016,2,6,June,15,3,Wednesday
2016-06-16,2016,2,6,June,16,4,Thursday
2016-06-17,2016,2,6,June,17,5,Friday
2016-06-18,2016,2,6,June,18,6,Saturday
2016-06-19,2016,2,6,June,19,7,Sunday
2016-06-20,2016,2,6,June,20,1,Monday
2016-06-21,2016,2,6,June,21,2,Tuesday
2016-06-22,2016,2,6,June,22,3,Wednesday
2016-06-23,2016,2,6,June,23,4,Thursday
2016-06-24,2016,2,6,June,24,5,Friday
2016-06-25,2016,2,6,June,25,6,Saturday
2016-06-26,2016,2,6,June,26,7,Sunday
2016-06-27,2016,2,6,June,27,1,Monday
2016-06-28,2016,2,6,June,28,2,Tuesday
2016-06-29,2016,2,6,June,29,3,Wednesday
2016-06-30,2016,2,6,June,30,4,Thursday
2016-07-01,2016,3,7,July,1,5,Friday
2016-07-02,2016,3,7,July,2,6,Saturday
2016-07-03,2016,3,7,July,3,7,Sunday
2016-07-04,2016,3,7,July,4,1,Monday
2016-07-05,2016,3,7,July,5,2,Tuesday
2016-07-06,2016,3,7,July,6,3,Wednesday
2016-07-07,2016,3,7,July,7,4,Thursday
2016-07-08,2016,3,7,July,8,5,Friday
2016-07-09,2016,3,7,July,9,6,Saturday
2016-07-10,2016,3,7,July,10,7,Sunday
